created_at,polarity,subjectivity,summary,text,title,ID,tophic_id
2017-02-10T15:06:03.479561,11.54%,33%,"Statement from Cleveland ClinicRecent immigration action taken by the White House has caused a great deal of uncertainty and has impacted some of our employees who are traveling overseas.
Please know that I am deeply committed to my medical career and to helping patients at Cleveland Clinic,â€ù said Suha Abushamma, medical intern at Cleveland Clinic.
Statement from Suha Abushamma, MDâ€œI want to personally thank everyone for their support and well wishes.
We deeply care about all of our employees and are fully committed to the safe return of those who have been affected by this action.
Although this has been a difficult experience, I am grateful to be safe with my family in Saudi Arabia.","Statement from Cleveland Clinic
Recent immigration action taken by the White House has caused a great deal of uncertainty and has impacted some of our employees who are traveling overseas. We deeply care about all of our employees and are fully committed to the safe return of those who have been affected by this action.
Statement from Suha Abushamma, MD
â€œI want to personally thank everyone for their support and well wishes. Although this has been a difficult experience, I am grateful to be safe with my family in Saudi Arabia. Please know that I am deeply committed to my medical career and to helping patients at Cleveland Clinic,â€ù said Suha Abushamma, medical intern at Cleveland Clinic.",Statement on White House Immigration Action,https://newsroom.clevelandclinic.org/2017/01/29/statement-white-house-immigration-action/,https://newsroom.clevelandclinic.org/2017/01/29/statement-white-house-immigration-action/
2017-02-13T16:07:39.345207,11.54%,33%,"Statement from Cleveland ClinicRecent immigration action taken by the White House has caused a great deal of uncertainty and has impacted some of our employees who are traveling overseas.
Please know that I am deeply committed to my medical career and to helping patients at Cleveland Clinic,â€ù said Suha Abushamma, medical intern at Cleveland Clinic.
Statement from Suha Abushamma, MDâ€œI want to personally thank everyone for their support and well wishes.
We deeply care about all of our employees and are fully committed to the safe return of those who have been affected by this action.
Although this has been a difficult experience, I am grateful to be safe with my family in Saudi Arabia.","Statement from Cleveland Clinic
Recent immigration action taken by the White House has caused a great deal of uncertainty and has impacted some of our employees who are traveling overseas. We deeply care about all of our employees and are fully committed to the safe return of those who have been affected by this action.
Statement from Suha Abushamma, MD
â€œI want to personally thank everyone for their support and well wishes. Although this has been a difficult experience, I am grateful to be safe with my family in Saudi Arabia. Please know that I am deeply committed to my medical career and to helping patients at Cleveland Clinic,â€ù said Suha Abushamma, medical intern at Cleveland Clinic.",Statement on White House Immigration Action,https://newsroom.clevelandclinic.org/2017/01/29/statement-white-house-immigration-action/,https://newsroom.clevelandclinic.org/2017/01/29/statement-white-house-immigration-action/
2017-02-15T15:48:53.451235,11.54%,33%,"Statement from Cleveland ClinicRecent immigration action taken by the White House has caused a great deal of uncertainty and has impacted some of our employees who are traveling overseas.
Please know that I am deeply committed to my medical career and to helping patients at Cleveland Clinic,â€ù said Suha Abushamma, medical intern at Cleveland Clinic.
Statement from Suha Abushamma, MDâ€œI want to personally thank everyone for their support and well wishes.
We deeply care about all of our employees and are fully committed to the safe return of those who have been affected by this action.
Although this has been a difficult experience, I am grateful to be safe with my family in Saudi Arabia.","Statement from Cleveland Clinic
Recent immigration action taken by the White House has caused a great deal of uncertainty and has impacted some of our employees who are traveling overseas. We deeply care about all of our employees and are fully committed to the safe return of those who have been affected by this action.
Statement from Suha Abushamma, MD
â€œI want to personally thank everyone for their support and well wishes. Although this has been a difficult experience, I am grateful to be safe with my family in Saudi Arabia. Please know that I am deeply committed to my medical career and to helping patients at Cleveland Clinic,â€ù said Suha Abushamma, medical intern at Cleveland Clinic.",Statement on White House Immigration Action,https://newsroom.clevelandclinic.org/2017/01/29/statement-white-house-immigration-action/,https://newsroom.clevelandclinic.org/2017/01/29/statement-white-house-immigration-action/
2017-02-16T08:25:50.782981,11.63%,34%,"He also said Jackson County commissioners are not required to give people of other faiths an opportunity for an invocation.
But in Jackson County, the court noted that only commissioners offered a prayer, not audience members, and the prayer was always Christian, not from other faiths.
""In dissent, Judge Richard Griffin said the court's majority opinion misapplied U.S. Supreme Court decisions on public prayer.
Circuit Court of Appeals said prayer invocations at public meetings can be legal.
In a 2-1 decision, the court ruled in favor of a resident who was offended after he began attending Jackson County Board of Commissioners meetings in 2013 to discuss environmental issues.","A Michigan county's tradition of Christian-only prayers at public meetings violates the U.S. Constitution by promoting one faith over others, a federal appeals court ruled Wednesday.
In a 2-1 decision, the court ruled in favor of a resident who was offended after he began attending Jackson County Board of Commissioners meetings in 2013 to discuss environmental issues. One commissioner called Peter Bormuth a ""nitwit,"" and his lawsuit was panned as an attack on Jesus Christ.
The 6th U.S. Circuit Court of Appeals said prayer invocations at public meetings can be legal. But in Jackson County, the court noted that only commissioners offered a prayer, not audience members, and the prayer was always Christian, not from other faiths.
""There is no distinction between the government and the prayer-giver: They are one and the same. The prayers, in Bormuth's words, are literally 'government speech,'"" said judges Karen Nelson Moore and Jane Branstetter Stranch.
IRAQ'S CHRISTIAN'S PROTEST IN BEIRUT, DEMANDING RESETTLEMENT
They said the exclusion of non-Christian prayers puts Christianity ""in a privileged position"" and ""advances one faith over others.""
The court reversed a decision by U.S. District Judge Marianne Battani in Detroit, who said Bormuth was being ""hypersensitive.""
""I'm very pleased. I can't wait to read the decision,"" said Bormuth, 61, a non-lawyer who has represented himself during more than three years of litigation. ""One of the greatest gifts we were given by our Founding Fathers was the separation of church and state and religious freedom.""
In his lawsuit, Bormuth, a pagan, said he felt compelled to stand and participate in religion in order to speak to elected officials at meetings. He believes his criticism likely cost him appointments on a county solid waste committee and a public works board.
CROSS RETURNING TO VETERANS MEMORIAL PARK INSIDE 'FREE SPEECH ZONE'
James ""Steve"" Shotwell Jr., chairman of the county board, declined to comment on the decision. County Administrator Mike Overton said an invocation is offered at monthly meetings.
""Each commissioner does whatever they feel is appropriate,"" he said. ""I haven't seen anything other than a Christian prayer or a moment of silence. We aren't trying to proselytize or anything like that.""
In dissent, Judge Richard Griffin said the court's majority opinion misapplied U.S. Supreme Court decisions on public prayer. He also said Jackson County commissioners are not required to give people of other faiths an opportunity for an invocation.",Court says Jackson County Christian-only prayer is illegal,http://foxnews.com/us/2017/02/15/court-says-jackson-county-christian-only-prayer-is-illegal.html,http://foxnews.com/us/2017/02/15/court-says-jackson-county-christian-only-prayer-is-illegal.html
2017-02-16T08:01:22.157462,11.63%,34%,"He also said Jackson County commissioners are not required to give people of other faiths an opportunity for an invocation.
But in Jackson County, the court noted that only commissioners offered a prayer, not audience members, and the prayer was always Christian, not from other faiths.
""In dissent, Judge Richard Griffin said the court's majority opinion misapplied U.S. Supreme Court decisions on public prayer.
Circuit Court of Appeals said prayer invocations at public meetings can be legal.
In a 2-1 decision, the court ruled in favor of a resident who was offended after he began attending Jackson County Board of Commissioners meetings in 2013 to discuss environmental issues.","A Michigan county's tradition of Christian-only prayers at public meetings violates the U.S. Constitution by promoting one faith over others, a federal appeals court ruled Wednesday.
In a 2-1 decision, the court ruled in favor of a resident who was offended after he began attending Jackson County Board of Commissioners meetings in 2013 to discuss environmental issues. One commissioner called Peter Bormuth a ""nitwit,"" and his lawsuit was panned as an attack on Jesus Christ.
The 6th U.S. Circuit Court of Appeals said prayer invocations at public meetings can be legal. But in Jackson County, the court noted that only commissioners offered a prayer, not audience members, and the prayer was always Christian, not from other faiths.
""There is no distinction between the government and the prayer-giver: They are one and the same. The prayers, in Bormuth's words, are literally 'government speech,'"" said judges Karen Nelson Moore and Jane Branstetter Stranch.
IRAQ'S CHRISTIAN'S PROTEST IN BEIRUT, DEMANDING RESETTLEMENT
They said the exclusion of non-Christian prayers puts Christianity ""in a privileged position"" and ""advances one faith over others.""
The court reversed a decision by U.S. District Judge Marianne Battani in Detroit, who said Bormuth was being ""hypersensitive.""
""I'm very pleased. I can't wait to read the decision,"" said Bormuth, 61, a non-lawyer who has represented himself during more than three years of litigation. ""One of the greatest gifts we were given by our Founding Fathers was the separation of church and state and religious freedom.""
In his lawsuit, Bormuth, a pagan, said he felt compelled to stand and participate in religion in order to speak to elected officials at meetings. He believes his criticism likely cost him appointments on a county solid waste committee and a public works board.
CROSS RETURNING TO VETERANS MEMORIAL PARK INSIDE 'FREE SPEECH ZONE'
James ""Steve"" Shotwell Jr., chairman of the county board, declined to comment on the decision. County Administrator Mike Overton said an invocation is offered at monthly meetings.
""Each commissioner does whatever they feel is appropriate,"" he said. ""I haven't seen anything other than a Christian prayer or a moment of silence. We aren't trying to proselytize or anything like that.""
In dissent, Judge Richard Griffin said the court's majority opinion misapplied U.S. Supreme Court decisions on public prayer. He also said Jackson County commissioners are not required to give people of other faiths an opportunity for an invocation.",Court says Jackson County Christian-only prayer is illegal,http://foxnews.com/us/2017/02/15/court-says-jackson-county-christian-only-prayer-is-illegal.html,http://foxnews.com/us/2017/02/15/court-says-jackson-county-christian-only-prayer-is-illegal.html
2017-02-15T15:57:38.269165,11.87%,42%,"RELATED:One of Trumpâ€™s executive orders threatens to stop the flow of federal grant money to jurisdictions that refuse to cooperate with federal immigration law.
The bill will likely be out of the Senate Judiciary Committee by Thursday and then go to a floor vote, Sears said.
Phil Scott have called unconstitutional overreach by the administration of President Donald Trump on immigration policy is moving quickly through the law-making process.
(Photo: ADAM SILVERMAN/FREE PRESS)Buy PhotoCLOSE Skip in Skip x Embed x Share Gov.
State Sen. Dick Sears, the Democratic chairman of the Senate Judiciary Committee, said his committee is working with lawyers to make sure the bill doesnâ€™t conflict with current state law.","Buy Photo The Statehouse in Montpelier is seen in February 2017. (Photo: ADAM SILVERMAN/FREE PRESS)Buy Photo
CLOSE Skip in Skip x Embed x Share Gov. Phil Scott introduced legislation on Thursday, Feb 9, 2017, declaring that the state would not cooperate wih any registry of citizens based on personal factors including race, religion or immigration status. APRIL MCCULLUM/FREE PRESS
MONTPELIER - A bill intended to counter what lawmakers and Republican Gov. Phil Scott have called unconstitutional overreach by the administration of President Donald Trump on immigration policy is moving quickly through the law-making process.
State Sen. Dick Sears, the Democratic chairman of the Senate Judiciary Committee, said his committee is working with lawyers to make sure the bill doesnâ€™t conflict with current state law. The full Senate could vote on the proposal by the end of the week.
â€œRight now our main goal is to not have unintended consequences,â€ù said Sears, of Bennington.
Identical bills in the House and Senate were introduced last week on the heels of Trumpâ€™s executive order barring refugees from seven majority-Muslim countries admittance into the U.S.
The Vermont law would prevent state and local law enforcement officers from collecting personal information, including immigration status and bar the federal government from deputizing officers in the state. Democratic Attorney General T.J. Donovan, who helped craft the bill, described it as a â€œproactiveâ€ù step.
RELATED:
One of Trumpâ€™s executive orders threatens to stop the flow of federal grant money to jurisdictions that refuse to cooperate with federal immigration law. The federal government in the past has made good on threats to withhold money to states for refusing to make changes, such as complying with the 21-year-old drinking age, Sears said.
â€œThat would be a big concern,â€ù he said.
The bill has support from Democrats, Republicans and members of the stateâ€™s Progressive Party, but some House Republicans remain apprehensive.
The bill will likely be out of the Senate Judiciary Committee by Thursday and then go to a floor vote, Sears said. It would then be considered by the House.
If enacted, the law would go into effect July 1.
RELATED:
Read or Share this story: http://bfpne.ws/2lNqR2D",Bill challenging Trump immigration orders moves fast,http://Burlingtonfreepress.com/story/news/politics/2017/02/14/bill-challenging-trump-immigration-orders-moves-fast/97919190/,http://Burlingtonfreepress.com/story/news/politics/2017/02/14/bill-challenging-trump-immigration-orders-moves-fast/97919190/
2017-01-09T18:31:21.644946,12.13%,47%,"The letter, which you can read in full below, alleges Trump accepted donations from unregistered political groups and that individual donations exceeded legal limits.
The FEC is giving Trump's campaign until December 27 to respond to the letter or face an audit or enforcement action.
"" The letter goes on to name hundreds of individual contributors whose donations exceeded federal limits, including their names and donation amounts.
A letter from the Federal Election Commission to Donald Trump's presidential campaign cited over 1,000 donations that may have violated various campaign finance laws , totaling around $1.3 million in campaign funds.
According to CNN, these letters aren't uncommon, and Barack Obama and Bernie Sanders both received similar notices in the past.","According to CNN, these letters aren't uncommon, and Barack Obama and Bernie Sanders both received similar notices in the past.
A letter from the Federal Election Commission to Donald Trump's presidential campaign cited over 1,000 donations that may have violated various campaign finance laws , totaling around $1.3 million in campaign funds. The letter, which you can read in full below, alleges Trump accepted donations from unregistered political groups and that individual donations exceeded legal limits.
Request for Information Essential to Full Public Disclosure
The FEC's letter cites five areas where the commission found Trump's October report of donations to be problematic:
Contributions from organizations that aren't a political committee registered with the
Commission; Contributions that appear to exceed the $2,700 limit for certain political committees; Contributions that appear to exceed the $2,700 limit for certain individuals; Refunds to individuals that exceeded the amount of the original contribution or were for original contributions that were designated to different elections than the refunds; and In-kind contributions that may not have been itemized in other reports.
The FEC is giving Trump's campaign until December 27 to respond to the letter or face an audit or enforcement action.
Itemized Donations
The letter also lists the donations at issue, including over $10,000 from unregistered organizations and another $5,000 from ""committees not qualified for multi-candidate status."" The letter goes on to name hundreds of individual contributors whose donations exceeded federal limits, including their names and donation amounts. The Trump campaign can correct errors or clarify donations listed in the letter: ""If any apparently prohibited contribution in question was incompletely or incorrectly disclosed, you should amend your original report with clarifying information,"" it states, adding, ""If any apparently excessive contribution in question was incompletely or incorrectly disclosed, you must amend your original report with the clarifying information.""
You can read the entire letter here:
FEC Request for Disclosure by FindLaw on Scribd",FEC: Trump Campaign May Have Accepted $1.3M in Illegal Donations,http://blogs.findlaw.com/courtside/2016/11/fec-trump-campaign-may-have-accepted-13m-in-illegal-donations.html,http://blogs.findlaw.com/courtside/2016/11/fec-trump-campaign-may-have-accepted-13m-in-illegal-donations.html
2017-02-15T01:25:38.424056,12.50%,21%,"If you have questions, please contact a member of the Mayer Brown Global Mobility team or your regular Mayer Brown contact.
On January 27, 2017, US President Donald Trump signed an executive order that included a travel ban and visa freeze for foreign nationals from seven countries.
Nevertheless, employers need clarification on the appropriate advice for their workforces, which types of workers and visas could be directly affected if the ban is reinstated, and broader issues concerning travel to the United States.Mayer Brownâ€™s Legal Updates on the travel ban offer analysis and guidance on immigration and visa issues.
Legal challenges in US federal courts have temporarily prevented the ban from taking effect.","On January 27, 2017, US President Donald Trump signed an executive order that included a travel ban and visa freeze for foreign nationals from seven countries. Legal challenges in US federal courts have temporarily prevented the ban from taking effect. Nevertheless, employers need clarification on the appropriate advice for their workforces, which types of workers and visas could be directly affected if the ban is reinstated, and broader issues concerning travel to the United States.Mayer Brownâ€™s Legal Updates on the travel ban offer analysis and guidance on immigration and visa issues. If you have questions, please contact a member of the Mayer Brown Global Mobility team or your regular Mayer Brown contact.",US Travel Restrictions and Major Immigration Developments,https://www.mayerbrown.com/experience/US-Travel-Restrictions-and-Major-Immigration-Developments/,https://www.mayerbrown.com/experience/US-Travel-Restrictions-and-Major-Immigration-Developments/
2017-02-13T08:16:10.528538,12.70%,37%,"Whether protests from tech companies will affect the White Houseâ€™s decision-making remains to be seen.
The tech industry is on a collision course with the Trump administration over immigration.
Top companies in Silicon Valley have already denounced President Trumpâ€™s executive order limiting travel from seven predominately Muslim countries, with a number of companies exploring legal challenges to overturn it.
Itâ€™s unclear whether Trump is on board with the draft executive order or whether the White House plans to move forward with it.
ADVERTISEMENTBut even as that fight plays out, the administration is separately considering a crackdown on worker visas â€” potentially a far greater threat to tech companies, which employ scientists and engineers from around the world.","The tech industry is on a collision course with the Trump administration over immigration.
Top companies in Silicon Valley have already denounced President Trumpâ€™s executive order limiting travel from seven predominately Muslim countries, with a number of companies exploring legal challenges to overturn it.
ADVERTISEMENT
But even as that fight plays out, the administration is separately considering a crackdown on worker visas â€” potentially a far greater threat to tech companies, which employ scientists and engineers from around the world.
A draft executive order from the Trump administration titled â€œProtecting American jobs and workers by strengthening the integrity of foreign worker visa programsâ€ù has been circulating among executive branch officials, multiple media outlets reported this week.
The text of the order, as published by Vox, states that visa programs for foreign workers â€œshould be administered in a mannerâ€ù that â€œprioritizes the protection of Americans â€” our forgotten working people â€” and the jobs they hold.â€ù
Among several policy changes, the order would direct the departments of Labor and Homeland Security to scrutinize the H-1B visa program for foreign workers and to beef up existing enforcement mechanisms.
The order would also direct the Homeland Security Department to â€œreview all regulations that allow foreign nationals to work in the United States,â€ù with an eye on rescinding ones that violate immigration laws or are not in the national interest.
Some in the tech community are already lashing out at the proposal.
Blake Irving, the CEO of web hosting company GoDaddy, wrote in a post on LinkedIn that the U.S. economy is reliant on the H-1B program and that the order â€œrisks serious consequences for US-based tech companiesâ€™ ability to hire elite global talent.â€ù
â€œTo be clear, the entire US economy is at stake with this draft order and tech leaders need to speak out on its dangers,â€ù Irving wrote.
Leezia Dhalla, a spokeswoman for FWD.us, an immigration advocacy group founded in part by Facebook CEO Mark Zuckerberg, said high-skilled immigrants help the U.S. economy by boosting innovation, which leads to more jobs for American workers.
â€œWe should harness the talents of foreign-born entrepreneurs and students to benefit our economy and our communities, rather than pushing them to other countries to compete against us,â€ù Dhalla said in a statement to The Hill.
The crackdown on the visa program is likely the brainchild of Trump advisers Stephen Miller, a former aide to attorney general nominee Jeff Sessions Jeff SessionsKaty Perry wears 'Persist' armband in Grammys performance Franken says he would have told Trump calling Warren Pocahontas was 'racist' Trump's solicitor general should be the man who took on Bill Clinton MORE, and Stephen Bannon, a former executive of Breitbart News.
During an interview last year on Sirius XM, Bannon and Miller critiqued the nationâ€™s immigration system and talked about limiting the number of foreign workers entering the U.S.
â€œIf youâ€™re in your 40s or 50s right now, people will tell you they havenâ€™t had a raise in decades in IT,â€ù Bannon said. â€œWhat was supposed to be a great career turned out not to be a great career because of these visas.
â€œAnd now youâ€™ve got all the engineering schools are all full of people from South Asia and East Asia â€” and itâ€™s not that people have a problem with those folks learning â€” but theyâ€™re coming here to take these jobs.â€ù
The H-1B visa program allows foreign workers in specialized fields to stay in the United States for employment. Many of the participants first receive visas to attend college in the United States in fields like science, math and engineering.
A large portion of the 65,000 H-1B visas that are distributed every year are directed toward technology workers, with Silicon Valley lagging only behind IT outsourcing firms as the top applicant.
Itâ€™s unclear whether Trump is on board with the draft executive order or whether the White House plans to move forward with it.
Whether protests from tech companies will affect the White Houseâ€™s decision-making remains to be seen.
In December, leaders of major Silicon Valley companies met with Trump in what was widely seen as an attempt to mend fences after a presidential election in which the sector was mostly behind Democrat Hillary Clinton Hillary Rodham ClintonKaty Perry wears 'Persist' armband in Grammys performance Former NH AG: 'Allegations of voter fraud in NH are baseless' Mark Cuban on Trump: Isn't it better that he's tweeting rather than 'trying to govern?' MORE.
â€œIâ€™m here to help you folks do well,â€ù Trump told the technology executives. â€œYouâ€™re doing well right now.â€ù
During the meeting, Miller floated a proposal to change the program from awarding visas to a lottery system that would favor high-salary employees, according to Reuters.
That shift mirrors proposals floated in Congress in recent weeks and is largely acceptable to Silicon Valley, whose foreign workers are paid more on average than those employed by outsourcing firms.
But the rapprochement between tech companies and Trump appeared to end after tech executives lined up to denounce the presidentâ€™s executive order on immigration, which in part temporarily bans people from Iran, Iraq, Syria, Yemen, Sudan, Libya and Somalia from entering the U.S.
â€œLike many of you, Iâ€™m concerned about the impact of the recent executive orders signed by President Trump,â€ù Zuckerberg wrote in a Facebook post.
â€œWe need to keep this country safe, but we should do that by focusing on people who actually pose a threat. Expanding the focus of law enforcement beyond people who are real threats would make all Americans less safe by diverting resources, while millions of undocumented folks who donâ€™t pose a threat will live in fear of deportation.â€ù",Tech fearful of Trumpâ€™s next immigration move,http://Thehill.com/business-a-lobbying/317469-tech-fearful-of-trumps-next-immigration-move,http://Thehill.com/business-a-lobbying/317469-tech-fearful-of-trumps-next-immigration-move
2017-02-13T07:58:36.461920,12.70%,37%,"Whether protests from tech companies will affect the White Houseâ€™s decision-making remains to be seen.
The tech industry is on a collision course with the Trump administration over immigration.
Top companies in Silicon Valley have already denounced President Trumpâ€™s executive order limiting travel from seven predominately Muslim countries, with a number of companies exploring legal challenges to overturn it.
Itâ€™s unclear whether Trump is on board with the draft executive order or whether the White House plans to move forward with it.
ADVERTISEMENTBut even as that fight plays out, the administration is separately considering a crackdown on worker visas â€” potentially a far greater threat to tech companies, which employ scientists and engineers from around the world.","The tech industry is on a collision course with the Trump administration over immigration.
Top companies in Silicon Valley have already denounced President Trumpâ€™s executive order limiting travel from seven predominately Muslim countries, with a number of companies exploring legal challenges to overturn it.
ADVERTISEMENT
But even as that fight plays out, the administration is separately considering a crackdown on worker visas â€” potentially a far greater threat to tech companies, which employ scientists and engineers from around the world.
A draft executive order from the Trump administration titled â€œProtecting American jobs and workers by strengthening the integrity of foreign worker visa programsâ€ù has been circulating among executive branch officials, multiple media outlets reported this week.
The text of the order, as published by Vox, states that visa programs for foreign workers â€œshould be administered in a mannerâ€ù that â€œprioritizes the protection of Americans â€” our forgotten working people â€” and the jobs they hold.â€ù
Among several policy changes, the order would direct the departments of Labor and Homeland Security to scrutinize the H-1B visa program for foreign workers and to beef up existing enforcement mechanisms.
The order would also direct the Homeland Security Department to â€œreview all regulations that allow foreign nationals to work in the United States,â€ù with an eye on rescinding ones that violate immigration laws or are not in the national interest.
Some in the tech community are already lashing out at the proposal.
Blake Irving, the CEO of web hosting company GoDaddy, wrote in a post on LinkedIn that the U.S. economy is reliant on the H-1B program and that the order â€œrisks serious consequences for US-based tech companiesâ€™ ability to hire elite global talent.â€ù
â€œTo be clear, the entire US economy is at stake with this draft order and tech leaders need to speak out on its dangers,â€ù Irving wrote.
Leezia Dhalla, a spokeswoman for FWD.us, an immigration advocacy group founded in part by Facebook CEO Mark Zuckerberg, said high-skilled immigrants help the U.S. economy by boosting innovation, which leads to more jobs for American workers.
â€œWe should harness the talents of foreign-born entrepreneurs and students to benefit our economy and our communities, rather than pushing them to other countries to compete against us,â€ù Dhalla said in a statement to The Hill.
The crackdown on the visa program is likely the brainchild of Trump advisers Stephen Miller, a former aide to attorney general nominee Jeff Sessions Jeff SessionsKaty Perry wears 'Persist' armband in Grammys performance Franken says he would have told Trump calling Warren Pocahontas was 'racist' Trump's solicitor general should be the man who took on Bill Clinton MORE, and Stephen Bannon, a former executive of Breitbart News.
During an interview last year on Sirius XM, Bannon and Miller critiqued the nationâ€™s immigration system and talked about limiting the number of foreign workers entering the U.S.
â€œIf youâ€™re in your 40s or 50s right now, people will tell you they havenâ€™t had a raise in decades in IT,â€ù Bannon said. â€œWhat was supposed to be a great career turned out not to be a great career because of these visas.
â€œAnd now youâ€™ve got all the engineering schools are all full of people from South Asia and East Asia â€” and itâ€™s not that people have a problem with those folks learning â€” but theyâ€™re coming here to take these jobs.â€ù
The H-1B visa program allows foreign workers in specialized fields to stay in the United States for employment. Many of the participants first receive visas to attend college in the United States in fields like science, math and engineering.
A large portion of the 65,000 H-1B visas that are distributed every year are directed toward technology workers, with Silicon Valley lagging only behind IT outsourcing firms as the top applicant.
Itâ€™s unclear whether Trump is on board with the draft executive order or whether the White House plans to move forward with it.
Whether protests from tech companies will affect the White Houseâ€™s decision-making remains to be seen.
In December, leaders of major Silicon Valley companies met with Trump in what was widely seen as an attempt to mend fences after a presidential election in which the sector was mostly behind Democrat Hillary Clinton Hillary Rodham ClintonKaty Perry wears 'Persist' armband in Grammys performance Former NH AG: 'Allegations of voter fraud in NH are baseless' Mark Cuban on Trump: Isn't it better that he's tweeting rather than 'trying to govern?' MORE.
â€œIâ€™m here to help you folks do well,â€ù Trump told the technology executives. â€œYouâ€™re doing well right now.â€ù
During the meeting, Miller floated a proposal to change the program from awarding visas to a lottery system that would favor high-salary employees, according to Reuters.
That shift mirrors proposals floated in Congress in recent weeks and is largely acceptable to Silicon Valley, whose foreign workers are paid more on average than those employed by outsourcing firms.
But the rapprochement between tech companies and Trump appeared to end after tech executives lined up to denounce the presidentâ€™s executive order on immigration, which in part temporarily bans people from Iran, Iraq, Syria, Yemen, Sudan, Libya and Somalia from entering the U.S.
â€œLike many of you, Iâ€™m concerned about the impact of the recent executive orders signed by President Trump,â€ù Zuckerberg wrote in a Facebook post.
â€œWe need to keep this country safe, but we should do that by focusing on people who actually pose a threat. Expanding the focus of law enforcement beyond people who are real threats would make all Americans less safe by diverting resources, while millions of undocumented folks who donâ€™t pose a threat will live in fear of deportation.â€ù",Tech fearful of Trumpâ€™s next immigration move,http://Thehill.com/business-a-lobbying/317469-tech-fearful-of-trumps-next-immigration-move,http://Thehill.com/business-a-lobbying/317469-tech-fearful-of-trumps-next-immigration-move
2017-02-10T15:06:47.773895,12.78%,31%,"Trump's Executive Order On Immigration, AnnotatedPresident Trump has issued an executive order temporarily banning travel from seven Muslim-majority countries.
Here is the order in full, annotated by NPR journalists.
The move, which has raised a series of legal questions, sparked protests around the country as people who had previously been approved to come to the United States were being detained at airports.","Trump's Executive Order On Immigration, Annotated
President Trump has issued an executive order temporarily banning travel from seven Muslim-majority countries. The move, which has raised a series of legal questions, sparked protests around the country as people who had previously been approved to come to the United States were being detained at airports. Here is the order in full, annotated by NPR journalists.",Trump's Executive Order On Immigration,http://www.npr.org/2017/01/31/512439121/trumps-executive-order-on-immigration-annotated,http://www.npr.org/2017/01/31/512439121/trumps-executive-order-on-immigration-annotated
2017-02-15T15:48:39.879772,12.78%,31%,"Trump's Executive Order On Immigration, AnnotatedPresident Trump has issued an executive order temporarily banning travel from seven Muslim-majority countries.
Here is the order in full, annotated by NPR journalists.
The move, which has raised a series of legal questions, sparked protests around the country as people who had previously been approved to come to the United States were being detained at airports.","Trump's Executive Order On Immigration, Annotated
President Trump has issued an executive order temporarily banning travel from seven Muslim-majority countries. The move, which has raised a series of legal questions, sparked protests around the country as people who had previously been approved to come to the United States were being detained at airports. Here is the order in full, annotated by NPR journalists.",Trump's Executive Order On Immigration,http://www.npr.org/2017/01/31/512439121/trumps-executive-order-on-immigration-annotated,http://www.npr.org/2017/01/31/512439121/trumps-executive-order-on-immigration-annotated
2017-02-15T08:39:15.722630,13.13%,44%,"To get more good news like this one, check out and LIKE our Facebook page: SourcesNews
To listen to the biased media and left-wing advocacy groups explain it, one would think that President Donald Trump was personally driving a boxcar train across America last week and rounding up tens of thousands of innocent women and children, who just happen to be undocumented immigrants, for immediate deportation, or internment camps, or something ridiculousâ€_The post Media Hushed About Reason ICE Is Deporting Criminal Illegal Aliens appeared first on Conservative Tribune.","To listen to the biased media and left-wing advocacy groups explain it, one would think that President Donald Trump was personally driving a boxcar train across America last week and rounding up tens of thousands of innocent women and children, who just happen to be undocumented immigrants, for immediate deportation, or internment camps, or something ridiculousâ€_
The post Media Hushed About Reason ICE Is Deporting Criminal Illegal Aliens appeared first on Conservative Tribune.
To get more good news like this one, check out and LIKE our Facebook page: SourcesNews",Media Hushed About Reason ICE Is Deporting Criminal Illegal Aliens,http://sourcesnews.com/media-hushed-about-reason-ice-is-deporting-criminal-illegal-aliens/,http://sourcesnews.com/media-hushed-about-reason-ice-is-deporting-criminal-illegal-aliens/
